country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
South Africa,3.1340926754832155,4.164000767263426,2.2844576751721344,1.618315128593041,2.8028188596936188,2.0451984247197816,3.936333536957849,5.326084339815762,4.939756009394465,3.953659997964791,4.8005052148178375,5.186362036942544,5.519328041679435,4.632862272403621,5.838716326530612,5.1912926250382005,6.861617460805411,4.685391689525551,5.40780579562786,5.067731765424557,6.575459736546511,6.115730910575745,5.3669664019547945,5.50712749490835,8.430150308008216
Spain,17.107370117732735,18.31338880706922,14.1978802963649,15.885338659607747,18.50130861772649,16.62257491717936,25.74241632114089,23.070154898035778,22.685747561431956,18.424562288382955,23.3881835039133,30.44855369299935,22.521758028202388,33.755751617076314,29.07242334322453,25.147124866151106,30.282994661089933,35.194148296593184,31.960636842768885,37.29672857142856,45.40964035483386,45.47193936338759,48.86626497987349,59.369551184276844,61.66799146919432
Sweden,9.445131667349447,8.281535541951747,9.71517927984839,10.684975389208788,8.05857724793243,8.964787786259542,8.405981552452095,9.313778495455423,10.241929133858271,8.72064501160093,10.53348207767899,9.818318913896347,11.005146863468632,10.096142693055308,10.440754279483917,12.231723500410848,12.506475074478649,11.669193617021282,13.200323220153336,15.413090178141548,16.659197850906647,13.304342616992276,14.868924205378967,11.579197038972348,12.275447994561523
Thailand,3.9086817444219064,3.7336588157605117,3.239938431626701,2.726931435853866,3.3391614349775787,5.1392081087004176,6.158454770551336,5.803525350886738,4.20279366279689,3.3314211123961726,4.842758418285223,4.955782776349614,5.953649891915261,6.0768463030825615,5.249889658101509,5.256935676476815,6.748888354103997,7.490769577827909,7.335963597430408,6.943593770139636,6.130138944803476,9.06682137030995,10.254061827311428,11.22342625381596,12.193085789705238
Turkey,26.846490055341263,24.21766629123089,28.464409971840325,37.11389297658863,32.143364659427434,36.29460123224371,42.17150494216614,39.39247380913405,41.96939216799092,30.59484261639532,24.616936290967224,18.594134131736524,24.693508474576277,23.74030625083657,32.03297506857225,25.7661869864829,29.91086287625418,24.40340734840065,23.391578584392015,26.924642551604073,40.75677750611246,41.98965667604124,47.16878114607668,49.284507867378494,37.85029815446846
Ukraine,11.938803609584069,13.151207689093189,8.260601652892563,12.539387256860477,13.355421697008412,10.987514234462383,7.913901964904906,8.657985756676556,14.178398865513827,12.678749459429943,9.556372781825974,9.50069076823757,7.536926338102808,7.7430917915171955,8.57029702546544,10.275616384301953,9.824533333333333,7.615481492442658,8.80245471979544,8.897961728660503,9.802822497308936,8.315936134097178,8.717020735466042,11.72097431432303,7.0739612045115985
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06130143128815934,0.1978372004411912
United Kingdom,6.275887084870848,5.40813992644054,6.485592778005745,5.200404131301768,6.085590227879286,5.815737587197375,4.8577803553195835,5.361978688524589,6.447821673355975,7.827320910973085,8.110700662251656,7.68678115388585,8.635096723351307,8.46521821192053,10.753211781909338,12.956893979581098,14.725084037260507,15.463816136919315,16.83245431754875,17.294599772554967,17.63478172764668,23.3308494422133,30.287663055872297,37.96906990141347,44.040357686529795
United States,297.69424893230354,281.1801890380061,270.7273745308311,294.00285842696627,275.9662606868102,314.14254991535944,350.4816,346.37857482185274,307.656503029628,285.9485973442514,264.37698001973905,217.81016478721108,275.57153127753304,288.3736816484367,282.0726864948227,283.77100774647886,300.43280905664557,277.45924871006696,291.9908150326075,307.9371037211387,313.99712809039045,368.7934487114877,345.1062456901473,366.56536257330123,376.85386537396124
Uzbekistan,6.378421768707485,5.975408574322043,6.844181245722108,8.651367752557922,7.806512572033401,5.786215087396503,6.997131087235781,6.000273862337067,6.3041243997255885,6.250459691252145,6.361963823462152,6.4570288164665515,6.649706117781591,8.282682416932719,9.903438545986825,9.092871283046323,9.56600317034508,6.523648510295639,12.27026103896104,9.544097147073291,10.992277448747155,10.520806164553814,11.635682136045773,11.586335617134868,11.86899841068023
