,1991_abatement,1992_abatement,1993_abatement,1994_abatement,1995_abatement,1996_abatement,1997_abatement,1998_abatement,1999_abatement,2000_abatement,2001_abatement,2002_abatement,2003_abatement,2004_abatement,2005_abatement,2006_abatement,2007_abatement,2008_abatement,2009_abatement,2010_abatement,2011_abatement,2012_abatement,2013_abatement,2014_abatement,label,1991_gdp_pc,1992_gdp_pc,1993_gdp_pc,1994_gdp_pc,1995_gdp_pc,1996_gdp_pc,1997_gdp_pc,1998_gdp_pc,1999_gdp_pc,2000_gdp_pc,2001_gdp_pc,2002_gdp_pc,2003_gdp_pc,2004_gdp_pc,2005_gdp_pc,2006_gdp_pc,2007_gdp_pc,2008_gdp_pc,2009_gdp_pc,2010_gdp_pc,2011_gdp_pc,2012_gdp_pc,2013_gdp_pc,2014_gdp_pc
New Zealand,-1.2141182873111305,-0.7676765806263184,1.7433534589823019,4.651339254674657,1.264756507153482,-4.177341852735648,-3.332605812758217,3.6402847568029273,-4.3604647226848385,1.4416161762674378,-3.3721331908255685,3.0999696397460497,-0.47073490093285386,5.011612124252682,-4.050247299933705,0.0863799292581291,-1.7846714693345724,0.5185821441033092,2.7788653376699877,0.5301547665518775,2.853345404287861,-1.324651030086894,-0.539444480560892,4.900800289365812,-28.76209042145595,12233.1323014305,11789.2250063462,13076.540546607,15235.9560264306,17400.2393749313,18794.436039393,17474.0203151599,14738.5835372311,15322.2238340267,13640.9888898062,13882.8568268586,16874.1874918196,21913.7081719961,25420.0704134865,27750.7248353584,26671.3294177179,32510.0826999392,31287.7786475125,28201.2322839936,33692.0108346543,38426.5508077771,39970.2562445037,42949.3268417022,44560.6403694048
Nigeria,3.2270448964632577,0.9430649694197246,-0.7325244548212906,-1.4979500552085687,-0.011740792591118598,0.19007514509758927,0.1525286967965762,0.42754489551176267,0.9455322879880441,0.4783452128212762,0.4512409841372662,0.4527257364842985,-1.4416201030290523,0.1592338101968842,0.8516644749226856,-2.387007517965727,0.04163511659807906,0.03178395061728523,-1.9099538416785435,1.4954448273732321,0.0747119875353004,-0.38986018642543563,-0.5471280647622931,-0.15863005724020418,-5.2524111394248285,280.302031547373,292.361272025446,153.646719233243,171.66974626896,264.295634183588,315.967071314232,315.552229113091,274.987391068065,300.60900754637,379.119326364064,351.799666599418,459.457211749486,512.650718995388,648.815085228871,807.893873798136,1019.74328611062,1136.82964486179,1383.89335369553,1097.66142189639,2327.32066957391,2527.94200278768,2755.29778740678,2996.96430245373,3221.67811575139
Norway,-49.52763809524777,2315.4511999998404,20.168200000191973,-2431.1279142858275,-242.2975915967545,-1200.496694117568,890.2583333333687,619.1082298245965,-285.5604177033315,468.76874025976394,-1422.685552381039,308.1619904762383,-630.2896238095157,-159.22750769238223,428.790415239469,-400.2441604883202,-382.8123586867373,643.4622573905831,-1749.6854830060724,-77.22727452130414,59.130471130700414,261.80857462415213,-100.28221118313172,21.335151106029798,-572.354573913045,28596.9330036444,30523.9850558974,27963.6652188271,29315.8419070199,34875.1973878148,37321.4433901355,36628.5174155741,34788.7785642698,36371.3957875661,38146.7153917477,38549.5893413937,43061.1503812416,50111.6544494522,57570.2691601943,66775.3943971756,74114.697150083,85170.8621662157,97007.9418918692,80067.1766382996,87770.2668443401,100711.224780553,101668.170658652,103059.24822759,97199.9190963458
Poland,0.05945516062259504,0.23099990973242068,-0.5963360917141678,0.17475218106628443,-0.46855067463762534,0.3279127804074884,-0.3718663773997113,0.5626409538552002,-0.2311651390028553,-0.31731749744835636,0.4458717454109493,-0.48941441059452284,-0.736995164233071,0.9988198930277834,0.7460106210985984,-0.2268161729562106,0.8749566937923587,1.4977784323258057,2.3148128987512866,2.792783309226408,2.1326265819046952,4.445078783238024,0.17633054021062833,3.1070603668572936,-23.469614292268872,2235.54108862521,2459.02068468253,2497.19524116689,2874.8253108452,3682.79121526652,4140.98354114142,4116.92624282821,4510.41311705999,4389.97641534208,4492.72760355938,4981.1986188017,5196.93292103894,5693.37776322597,6681.17881781198,8021.00365533726,9038.73084652356,11255.4366982999,14001.4468819804,11527.5932279825,12599.5335818707,13893.509259001,13145.5392627865,13781.0626053813,14342.4020166467
Portugal,-0.02538786883515698,-3.7393197283065005,3.606482943929497,2.7310692250870616,-2.4296395142589837,6.553562635491486,-1.622685431321722,-1.3816730212131514,-5.47755105001683,3.692274813578731,2.040856270683596,-5.040047315008898,7.187355250959537,-5.351429088472841,-3.133627754362469,5.843817890382577,-0.10978653927711512,-1.1218368250182564,2.9458781193707306,6.313941650852895,-3.0586354340201822,-1.1443634607390543,11.885868998735862,0.632955554457542,-28.736347605487968,8959.86720805384,10811.630636571,9535.59484910868,9978.30193697855,11782.5214789678,12185.0638930534,11578.4415149862,12202.6914067704,12474.8180820119,11502.3968126428,11729.1461629811,12882.2889730308,15772.7333950542,18045.5880994833,18784.9484992149,19821.4446268632,22780.0584505513,24815.6088356622,23063.9716141302,22538.6540773482,23196.1837500759,20577.4026375899,21618.7353389663,22077.5361325219
Romania,6.136309238658065,0.8948994180214491,1.4983202558289506,-3.2954347737109906,5.940032441832521,-2.8927495271172425,3.389701313320767,1.7261224109543711,-2.8724990771107564,-7.3767204861464215,-0.05465852188428855,1.75751636996387,-4.3443823568137,3.077842446974003,4.282475248994274,-3.4913288875416804,-3.719790952059416,-0.007791519361379784,-1.9781492117475157,4.504072276029776,-3.812889700855475,-1.9752338707293973,3.157289927641955,5.442368710905502,-22.471875659824047,1260.74904545125,1102.10378473246,1158.13251591344,1323.10432504932,1660.2727683158,1643.88045981491,1589.01406082966,1864.99138698554,1610.1343704598,1668.16273119678,1839.72945011396,2124.87361335835,2774.95580649052,3552.92451981742,4676.31518325954,5828.74566230123,8424.73753469503,10400.5436640004,8474.87200269497,8231.31277057833,9150.86862016023,8558.3976056224,9585.26659264653,10020.2773322992
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7838.78402438878,7888.2095628755,7445.11549239045,7382.13216628019,7650.73936856045,8293.22070270384,8508.51866204206,7382.16060006263,7968.54857441997,9126.95427680596,8643.49400482948,8655.31153127218,9567.45828531486,11138.8074648997,13739.8294463775,15334.6699396085,16472.1660466749,20037.8323388242,16094.2930975756,19259.5872568465,23770.7473862072,25303.094621303,24934.3861423166,24575.4030378327
South Africa,1.0299080917802104,-1.8795430920912914,-0.6661425465790933,1.1845037311005777,-0.7576204349738371,1.891135112238067,1.3897508028579124,-0.38632833042129633,-0.986096011429674,0.8468452168530467,0.3858568221247065,0.33296600473689075,-0.886465769275814,1.2058540541269922,-0.6474237014924125,1.6703248357672118,-2.176225771279862,0.7224141061023097,-0.3400740302033034,1.5077279711219544,-0.4597288259707666,-0.7487645086209502,0.14016109295355506,2.923022813099866,-8.430150308008216,3224.51480295249,3418.3044283042,3332.73505179836,3390.49433055186,3693.68170544455,3440.86422316801,3495.11122228324,3104.97640984816,3032.30539688171,2982.00042596137,2621.55443743349,2461.35508651066,3678.10281680867,4745.07168450977,5277.92545855196,5506.19650301465,5994.19540262712,5695.05786031968,5831.11557418879,7275.38211193642,7976.46607704096,7478.227664761,6822.52475978107,6433.9445444541
Spain,1.2060186893364815,-4.115508510704316,1.6874583632428486,2.615969958118738,-1.8787337005471265,9.11984140396153,-2.6722614231051196,-0.384407336603811,-4.2611852730490085,4.9636212155303525,7.060370189086051,-7.926795664796963,11.233993588873922,-4.683328273851785,-3.925298477073426,5.135869794938827,4.911153635503261,-3.2335114538243026,5.336091728659671,8.112911783405302,0.06229900855372961,3.394325616485901,10.50328620440336,2.2984402849174685,-61.66799146919432,14771.6723020292,16068.4267214444,13303.6761311749,13378.8498420644,15429.9394216199,16069.2070854158,14696.2161077085,15340.3321141928,15678.2152345407,14676.7060880231,15323.6113977547,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35579.3099338804,32334.0054777912,30736.6278530812,31835.2888008408,28563.8590381915,29211.7737455935,29623.1644451343
Sweden,-1.1635961253976994,1.4336437378966433,0.9697961093603968,-2.6263981412763577,0.9062105383271124,-0.5588062338074469,0.9077969430033281,0.9281506384028493,-1.5212841222573434,1.8128370660780604,-0.715163163782643,1.1868279495722867,-0.9090041704133274,0.34461158642860923,1.7909692209269323,0.2747515740677997,-0.8372814574573635,1.5311296031320527,2.212766957988208,1.2461076727651026,-3.354855233914371,1.564581588386691,-3.289727166406621,0.6962509555891785,-12.275447994561524,31374.1169876676,32338.5039496678,24080.8996705645,25747.2416875525,29914.331746409,32587.2641044641,29897.7926311935,30143.627458278,30577.0817743892,29283.0050461572,26969.2445747257,29571.7044643283,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010495,53324.3793724756,55746.8423811175,46207.0592032962,52076.2559134864,59593.2871119719,57134.0770682404,60283.24522267,59180.1989776727
Thailand,-0.17502292866139335,-0.4937203841338107,-0.5130069957728356,0.6122299991237128,1.8000466737228389,1.019246661850918,-0.35492941966459846,-1.600731688089847,-0.871372550400717,1.5113373058890485,0.1130243580643917,0.9978671155656498,0.12319641116729851,-0.8269566449810526,0.007046018375306495,1.4919526776271814,0.7418812237239125,-0.15480598039750237,-0.39236982729076875,-0.8134548253361622,2.936682425506471,1.1872404570014812,0.9693644265045318,0.9696595358892779,-12.193085789705238,1715.63812482354,1926.98752499992,2208.34529413955,2490.31154748601,2845.41031378063,3042.9039892406,2467.4928954863,1845.46623797132,2032.99214652876,2007.56482637453,1893.1453765768,2096.05461742145,2358.93062926799,2659.83910848524,2893.6513555654,3368.95257614381,3972.20647536504,4378.68740595675,4212.05490158881,5075.30217639529,5491.15998143099,5859.88764411764,6168.39488117145,5953.79392783362
